"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000000","192.168.1.1","224.0.0.1","IGMPv3","50","Membership Query, general"
"2","3.208975371","192.168.1.65","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.251 for any sources"
"3","5.013473359","192.168.1.65","31.13.72.52","TLSv1.2","97","Application Data"
"4","5.067199700","31.13.72.52","192.168.1.65","TCP","66","443  >  52352 [ACK] Seq=1 Ack=32 Win=650 Len=0 TSval=2273584289 TSecr=1931998916"
"5","5.181445813","31.13.72.52","192.168.1.65","TLSv1.2","104","Application Data"
"6","5.181470059","192.168.1.65","31.13.72.52","TCP","66","52352  >  443 [ACK] Seq=32 Ack=39 Win=3296 Len=0 TSval=1931999084 TSecr=2273584403"
"7","10.120991320","192.168.1.65","5.255.255.88","TCP","66","53790  >  443 [ACK] Seq=1 Ack=1 Win=363 Len=0 TSval=956106432 TSecr=2858074518"
"8","10.164917415","5.255.255.88","192.168.1.65","TCP","66","[TCP ACKed unseen segment] 443  >  53790 [ACK] Seq=1 Ack=2 Win=121 Len=0 TSval=2858085782 TSecr=955935883"
"9","12.168993151","192.168.1.65","74.125.232.239","TCP","66","52038  >  443 [ACK] Seq=1 Ack=1 Win=245 Len=0 TSval=2940400949 TSecr=1613139993"
"10","12.169026436","192.168.1.65","74.125.205.188","TCP","66","43196  >  5228 [ACK] Seq=1 Ack=1 Win=562 Len=0 TSval=40085411 TSecr=53840614"
"11","12.195419062","74.125.232.239","192.168.1.65","TCP","66","[TCP ACKed unseen segment] 443  >  52038 [ACK] Seq=1 Ack=2 Win=276 Len=0 TSval=1613185094 TSecr=2940355845"
"12","12.209804549","74.125.205.188","192.168.1.65","TCP","66","[TCP ACKed unseen segment] 5228  >  43196 [ACK] Seq=1 Ack=2 Win=244 Len=0 TSval=53885670 TSecr=39994090"
"13","17.014234494","192.168.1.65","119.9.25.116","TCP","379","41584  >  2435 [PSH, ACK] Seq=1 Ack=1 Win=270 Len=313 TSval=3917063429 TSecr=40279280"
"14","17.406947928","119.9.25.116","192.168.1.65","TCP","66","2435  >  41584 [ACK] Seq=1 Ack=314 Win=9652 Len=0 TSval=40284280 TSecr=3917063429"
"15","17.703406793","119.9.25.116","192.168.1.65","TCP","219","2435  >  41584 [PSH, ACK] Seq=1 Ack=314 Win=9652 Len=153 TSval=40284354 TSecr=3917063429"
"16","17.711568529","119.9.25.116","192.168.1.65","TCP","171","2435  >  41584 [PSH, ACK] Seq=154 Ack=314 Win=9652 Len=105 TSval=40284356 TSecr=3917063429"
"17","17.711657680","192.168.1.65","119.9.25.116","TCP","66","41584  >  2435 [ACK] Seq=314 Ack=259 Win=279 Len=0 TSval=3917064126 TSecr=40284354"
"18","28.013742568","192.168.1.65","31.13.72.52","TLSv1.2","97","Application Data"
"19","28.013798853","192.168.1.65","119.9.25.116","TCP","235","41584  >  2435 [PSH, ACK] Seq=314 Ack=259 Win=279 Len=169 TSval=3917074428 TSecr=40284354"
"20","28.067451826","31.13.72.52","192.168.1.65","TCP","66","443  >  52352 [ACK] Seq=39 Ack=63 Win=650 Len=0 TSval=2273607289 TSecr=1932021916"
"21","28.181693504","31.13.72.52","192.168.1.65","TLSv1.2","104","Application Data"
"22","28.181732960","192.168.1.65","31.13.72.52","TCP","66","52352  >  443 [ACK] Seq=63 Ack=77 Win=3296 Len=0 TSval=1932022084 TSecr=2273607403"
"23","28.406717455","119.9.25.116","192.168.1.65","TCP","66","2435  >  41584 [ACK] Seq=259 Ack=483 Win=9920 Len=0 TSval=40287030 TSecr=3917074428"
"24","28.478642002","192.168.1.65","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"25","29.321015293","192.168.1.65","192.30.253.124","TCP","66","41976  >  443 [ACK] Seq=1 Ack=1 Win=318 Len=0 TSval=1194983367 TSecr=3634437103"
"26","29.479243083","192.168.1.65","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"27","29.486657176","192.30.253.124","192.168.1.65","TCP","66","[TCP ACKed unseen segment] 443  >  41976 [ACK] Seq=1 Ack=2 Win=31 Len=0 TSval=3634448424 TSecr=1194938087"
"28","30.480199856","192.168.1.65","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"29","31.481248375","192.168.1.65","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"30","32.108925343","31.13.72.52","192.168.1.65","TLSv1.2","164","Application Data"
"31","32.108983959","192.168.1.65","31.13.72.52","TCP","66","52352  >  443 [ACK] Seq=63 Ack=175 Win=3296 Len=0 TSval=1932026011 TSecr=2273611330"
"32","36.745007311","192.168.1.65","173.194.32.205","TCP","66","60098  >  443 [ACK] Seq=1 Ack=1 Win=254 Len=0 TSval=1230354976 TSecr=783567976"
"33","36.782286697","173.194.32.205","192.168.1.65","TCP","66","[TCP ACKed unseen segment] 443  >  60098 [ACK] Seq=1 Ack=2 Win=265 Len=0 TSval=783613032 TSecr=1230263403"
"34","38.040133275","192.30.253.124","192.168.1.65","TLSv1.2","90","[TCP ACKed unseen segment] , Application Data"
"35","38.040325400","192.168.1.65","192.30.253.124","TLSv1.2","94","[TCP Previous segment not captured] , Application Data"
"36","38.203889871","192.30.253.124","192.168.1.65","TCP","66","[TCP ACKed unseen segment] 443  >  41976 [ACK] Seq=25 Ack=30 Win=31 Len=0 TSval=3634450603 TSecr=1194992087"
"37","40.840994040","192.168.1.65","74.125.131.198","TCP","66","51944  >  443 [ACK] Seq=1 Ack=1 Win=296 Len=0 TSval=2779438605 TSecr=1360558364"
"38","40.879946014","74.125.131.198","192.168.1.65","TCP","66","[TCP ACKed unseen segment] 443  >  51944 [ACK] Seq=1 Ack=2 Win=296 Len=0 TSval=1360603676 TSecr=2779347964"
"39","45.139572801","31.13.72.52","192.168.1.65","TLSv1.2","114","Application Data"
"40","45.139621674","192.168.1.65","31.13.72.52","TCP","66","52352  >  443 [ACK] Seq=63 Ack=223 Win=3296 Len=0 TSval=1932039042 TSecr=2273624361"
"41","45.909244994","31.13.72.52","192.168.1.65","TLSv1.2","417","Application Data"
"42","45.909273038","192.168.1.65","31.13.72.52","TCP","66","52352  >  443 [ACK] Seq=63 Ack=574 Win=3296 Len=0 TSval=1932039811 TSecr=2273625130"
"43","45.910118342","31.13.72.52","192.168.1.65","TLSv1.2","621","Application Data"
"44","45.910135191","192.168.1.65","31.13.72.52","TCP","66","52352  >  443 [ACK] Seq=63 Ack=1129 Win=3296 Len=0 TSval=1932039812 TSecr=2273625131"
"45","48.013545521","192.168.1.65","119.9.25.116","TCP","459","41584  >  2435 [PSH, ACK] Seq=483 Ack=259 Win=279 Len=393 TSval=3917094428 TSecr=40287030"
"46","48.406632580","119.9.25.116","192.168.1.65","TCP","66","2435  >  41584 [ACK] Seq=259 Ack=876 Win=10188 Len=0 TSval=40292030 TSecr=3917094428"
"47","48.703596157","119.9.25.116","192.168.1.65","TCP","219","2435  >  41584 [PSH, ACK] Seq=259 Ack=876 Win=10188 Len=153 TSval=40292104 TSecr=3917094428"
"48","48.715112137","119.9.25.116","192.168.1.65","TCP","171","2435  >  41584 [PSH, ACK] Seq=412 Ack=876 Win=10188 Len=105 TSval=40292107 TSecr=3917094428"
"49","48.715185640","192.168.1.65","119.9.25.116","TCP","66","41584  >  2435 [ACK] Seq=876 Ack=517 Win=287 Len=0 TSval=3917095129 TSecr=40292104"
"50","55.177020619","192.168.1.65","5.255.255.88","TCP","66","[TCP Dup ACK 7#1] 53790  >  443 [ACK] Seq=1 Ack=1 Win=363 Len=0 TSval=956151488 TSecr=2858085782"
"51","55.211405571","5.255.255.88","192.168.1.65","TCP","66","[TCP Dup ACK 8#1] [TCP ACKed unseen segment] 443  >  53790 [ACK] Seq=1 Ack=2 Win=121 Len=0 TSval=2858097046 TSecr=955935883"
"52","57.225002682","192.168.1.65","74.125.232.239","TCP","66","[TCP Dup ACK 9#1] 52038  >  443 [ACK] Seq=1 Ack=1 Win=245 Len=0 TSval=2940446005 TSecr=1613185094"
"53","57.225024224","192.168.1.65","74.125.205.188","TCP","66","[TCP Dup ACK 10#1] 43196  >  5228 [ACK] Seq=1 Ack=1 Win=562 Len=0 TSval=40130467 TSecr=53885670"
"54","57.251457689","74.125.232.239","192.168.1.65","TCP","66","[TCP Dup ACK 11#1] [TCP ACKed unseen segment] 443  >  52038 [ACK] Seq=1 Ack=2 Win=276 Len=0 TSval=1613230150 TSecr=2940355845"
"55","57.265771723","74.125.205.188","192.168.1.65","TCP","66","[TCP Dup ACK 12#1] [TCP ACKed unseen segment] 5228  >  43196 [ACK] Seq=1 Ack=2 Win=244 Len=0 TSval=53930726 TSecr=39994090"
"56","59.013525024","192.168.1.65","119.9.25.116","TCP","219","41584  >  2435 [PSH, ACK] Seq=876 Ack=517 Win=287 Len=153 TSval=3917105428 TSecr=40292104"
"57","59.406338917","119.9.25.116","192.168.1.65","TCP","66","2435  >  41584 [ACK] Seq=517 Ack=1029 Win=10456 Len=0 TSval=40294780 TSecr=3917105428"
"58","63.043370691","192.168.1.65","119.9.25.116","TCP","395","41584  >  2435 [PSH, ACK] Seq=1029 Ack=517 Win=287 Len=329 TSval=3917109457 TSecr=40294780"
"59","63.436185264","119.9.25.116","192.168.1.65","TCP","66","2435  >  41584 [ACK] Seq=517 Ack=1358 Win=10724 Len=0 TSval=40295787 TSecr=3917109457"
"60","63.436212494","192.168.1.65","119.9.25.116","TCP","733","41584  >  2435 [PSH, ACK] Seq=1358 Ack=517 Win=287 Len=667 TSval=3917109850 TSecr=40295787"
"61","63.732514512","119.9.25.116","192.168.1.65","TCP","155","2435  >  41584 [PSH, ACK] Seq=517 Ack=1358 Win=10724 Len=89 TSval=40295861 TSecr=3917109457"
"62","63.772994125","192.168.1.65","119.9.25.116","TCP","66","41584  >  2435 [ACK] Seq=2025 Ack=606 Win=287 Len=0 TSval=3917110187 TSecr=40295861"
"63","63.829036557","119.9.25.116","192.168.1.65","TCP","66","2435  >  41584 [ACK] Seq=606 Ack=2025 Win=11058 Len=0 TSval=40295885 TSecr=3917109850"
"64","64.146509400","119.9.25.116","192.168.1.65","TCP","219","2435  >  41584 [PSH, ACK] Seq=606 Ack=2025 Win=11058 Len=153 TSval=40295965 TSecr=3917109850"
"65","64.146546689","192.168.1.65","119.9.25.116","TCP","66","41584  >  2435 [ACK] Seq=2025 Ack=759 Win=296 Len=0 TSval=3917110561 TSecr=40295965"
"66","64.149170456","119.9.25.116","192.168.1.65","TCP","155","2435  >  41584 [PSH, ACK] Seq=759 Ack=2025 Win=11058 Len=89 TSval=40295965 TSecr=3917109850"
"67","64.149196896","192.168.1.65","119.9.25.116","TCP","66","41584  >  2435 [ACK] Seq=2025 Ack=848 Win=296 Len=0 TSval=3917110563 TSecr=40295965"
"68","64.165186915","119.9.25.116","192.168.1.65","TCP","155","2435  >  41584 [PSH, ACK] Seq=848 Ack=2025 Win=11058 Len=89 TSval=40295969 TSecr=3917109850"
"69","64.165213262","192.168.1.65","119.9.25.116","TCP","66","41584  >  2435 [ACK] Seq=2025 Ack=937 Win=296 Len=0 TSval=3917110579 TSecr=40295969"
"70","64.373193457","31.13.72.52","192.168.1.65","TLSv1.2","166","Application Data"
"71","64.373223961","192.168.1.65","31.13.72.52","TCP","66","52352  >  443 [ACK] Seq=63 Ack=1229 Win=3296 Len=0 TSval=1932058275 TSecr=2273643595"
"72","71.303032960","Sercomm_be:8c:a4","Broadcast","ARP","42","Who has 192.168.1.66? Tell 192.168.1.1"
"73","71.405464345","Sercomm_be:8c:a4","Broadcast","ARP","42","Who has 192.168.1.66? Tell 192.168.1.1"
"74","71.507880429","Sercomm_be:8c:a4","Broadcast","ARP","42","Who has 192.168.1.64? Tell 192.168.1.1"
"75","71.610628641","Sercomm_be:8c:a4","Broadcast","ARP","42","Who has 192.168.1.64? Tell 192.168.1.1"
"76","71.712645529","Sercomm_be:8c:a4","Broadcast","ARP","42","Who has 192.168.1.65? Tell 192.168.1.1"
"77","71.712663049","Azurewav_63:8a:9d","Sercomm_be:8c:a4","ARP","42","192.168.1.65 is at 24:0a:64:63:8a:9d"
"78","71.814986792","Sercomm_be:8c:a4","Broadcast","ARP","42","Who has 192.168.1.65? Tell 192.168.1.1"
"79","71.815003541","Azurewav_63:8a:9d","Sercomm_be:8c:a4","ARP","42","192.168.1.65 is at 24:0a:64:63:8a:9d"
"80","72.677120271","192.168.1.65","119.9.25.116","TCP","427","41584  >  2435 [PSH, ACK] Seq=2025 Ack=937 Win=296 Len=361 TSval=3917119091 TSecr=40295969"
"81","73.070221018","119.9.25.116","192.168.1.65","TCP","66","2435  >  41584 [ACK] Seq=937 Ack=2386 Win=11391 Len=0 TSval=40298196 TSecr=3917119091"
"82","73.397901998","119.9.25.116","192.168.1.65","TCP","155","2435  >  41584 [PSH, ACK] Seq=937 Ack=2386 Win=11391 Len=89 TSval=40298278 TSecr=3917119091"
"83","73.397958479","192.168.1.65","119.9.25.116","TCP","66","41584  >  2435 [ACK] Seq=2386 Ack=1026 Win=296 Len=0 TSval=3917119812 TSecr=40298278"
"84","75.162067775","192.168.1.65","74.125.232.239","TLSv1.2","322","[TCP Previous segment not captured] , Application Data"
"85","75.162147205","192.168.1.65","74.125.232.239","TLSv1.2","112","Application Data"
"86","75.193611767","74.125.232.239","192.168.1.65","TCP","66","[TCP ACKed unseen segment] 443  >  52038 [ACK] Seq=1 Ack=258 Win=284 Len=0 TSval=1613248091 TSecr=2940463942"
"87","75.193632535","74.125.232.239","192.168.1.65","TCP","66","443  >  52038 [ACK] Seq=1 Ack=304 Win=284 Len=0 TSval=1613248091 TSecr=2940463942"
"88","75.207387242","74.125.232.239","192.168.1.65","TLSv1.2","112","Application Data"
"89","75.213832146","74.125.232.239","192.168.1.65","TLSv1.2","140","Application Data"
"90","75.213884390","74.125.232.239","192.168.1.65","TLSv1.2","104","Application Data"
"91","75.213915928","74.125.232.239","192.168.1.65","TLSv1.2","112","Application Data"
"92","75.213991598","192.168.1.65","74.125.232.239","TCP","66","52038  >  443 [ACK] Seq=304 Ack=205 Win=245 Len=0 TSval=2940463994 TSecr=1613248106"
"93","75.214980079","192.168.1.65","74.125.232.239","TLSv1.2","112","Application Data"
"94","75.247773798","74.125.232.239","192.168.1.65","TCP","66","443  >  52038 [ACK] Seq=205 Ack=350 Win=284 Len=0 TSval=1613248140 TSecr=2940463995"
"95","75.501823006","192.168.1.64","192.168.1.255","NBNS","92","Name query NB WPAD<00>"
"96","75.603275267","fe80::f90c:989c:4c18:783f","ff02::1:3","LLMNR","84","Standard query 0x4bde A wpad"
"97","75.910430666","fe80::f90c:989c:4c18:783f","ff02::1:3","LLMNR","84","Standard query 0x4bde A wpad"
"98","76.012847027","fe80::f90c:989c:4c18:783f","ff02::1:3","LLMNR","84","Standard query 0x4bde A wpad"
"99","76.115265881","192.168.1.64","224.0.0.252","LLMNR","64","Standard query 0x4bde A wpad"
"100","76.218622410","192.168.1.64","192.168.1.255","NBNS","92","Name query NB WPAD<00>"
"101","76.261820687","192.168.1.65","74.125.232.239","TLSv1.2","285","Application Data"
"102","76.291104127","74.125.232.239","192.168.1.65","TCP","66","443  >  52038 [ACK] Seq=205 Ack=569 Win=292 Len=0 TSval=1613249187 TSecr=2940465042"
"103","76.309693396","74.125.232.239","192.168.1.65","TLSv1.2","140","Application Data"
"104","76.309711090","74.125.232.239","192.168.1.65","TLSv1.2","104","Application Data"
"105","76.309717387","74.125.232.239","192.168.1.65","TLSv1.2","112","Application Data"
"106","76.309759745","192.168.1.65","74.125.232.239","TCP","66","52038  >  443 [ACK] Seq=569 Ack=363 Win=245 Len=0 TSval=2940465090 TSecr=1613249208"
"107","76.310320113","192.168.1.65","74.125.232.239","TLSv1.2","112","Application Data"
"108","76.336862104","74.125.232.239","192.168.1.65","TCP","66","443  >  52038 [ACK] Seq=363 Ack=615 Win=292 Len=0 TSval=1613249235 TSecr=2940465090"
"109","77.037834389","192.168.1.64","192.168.1.255","NBNS","92","Name query NB WPAD<00>"
"110","79.013764206","192.168.1.65","119.9.25.116","TCP","331","41584  >  2435 [PSH, ACK] Seq=2386 Ack=1026 Win=296 Len=265 TSval=3917125428 TSecr=40298278"
"111","79.406625117","119.9.25.116","192.168.1.65","TCP","66","2435  >  41584 [ACK] Seq=1026 Ack=2651 Win=11725 Len=0 TSval=40299780 TSecr=3917125428"
"112","79.714056084","119.9.25.116","192.168.1.65","TCP","171","2435  >  41584 [PSH, ACK] Seq=1026 Ack=2651 Win=11725 Len=105 TSval=40299857 TSecr=3917125428"
"113","79.714092982","192.168.1.65","119.9.25.116","TCP","66","41584  >  2435 [ACK] Seq=2651 Ack=1131 Win=296 Len=0 TSval=3917126128 TSecr=40299857"
"114","80.343826228","192.168.1.65","192.168.1.1","DNS","82","Standard query 0x1ff1 A i.ytimg.com OPT"
"115","80.347591021","192.168.1.1","192.168.1.65","DNS","219","Standard query response 0x1ff1 A i.ytimg.com CNAME ytimg-edge-static.l.google.com A 128.75.235.218 A 128.75.235.215 A 128.75.235.212 A 128.75.235.209 A 173.194.222.119 A 95.30.216.164 OPT"
"116","80.348140093","192.168.1.65","95.30.216.164","TCP","74","57908  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=1052246908 TSecr=0 WS=128"
"117","80.351193442","95.30.216.164","192.168.1.65","TCP","74","443  >  57908 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=390229755 TSecr=1052246908 WS=256"
"118","80.351438648","192.168.1.65","95.30.216.164","TCP","66","57908  >  443 [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=1052246911 TSecr=390229755"
"119","80.352069568","192.168.1.65","95.30.216.164","TLSv1.2","583","Client Hello"
"120","80.364107812","95.30.216.164","192.168.1.65","TCP","66","443  >  57908 [ACK] Seq=1 Ack=518 Win=66816 Len=0 TSval=390229769 TSecr=1052246912"
"121","80.367331112","95.30.216.164","192.168.1.65","TLSv1.2","1514","Server Hello"
"122","80.367344350","192.168.1.65","95.30.216.164","TCP","66","57908  >  443 [ACK] Seq=518 Ack=1449 Win=32128 Len=0 TSval=1052246927 TSecr=390229771"
"123","80.367362321","95.30.216.164","192.168.1.65","TLSv1.2","1514","Certificate [TCP segment of a reassembled PDU]"
"124","80.367366062","192.168.1.65","95.30.216.164","TCP","66","57908  >  443 [ACK] Seq=518 Ack=2897 Win=35072 Len=0 TSval=1052246927 TSecr=390229771"
"125","80.367371927","95.30.216.164","192.168.1.65","TLSv1.2","155","Server Key Exchange, Server Hello Done"
"126","80.367374379","192.168.1.65","95.30.216.164","TCP","66","57908  >  443 [ACK] Seq=518 Ack=2986 Win=35072 Len=0 TSval=1052246927 TSecr=390229771"
"127","80.367736987","192.168.1.65","95.30.216.164","TLSv1.2","159","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"128","80.369789133","192.168.1.65","95.30.216.164","TLSv1.2","159","Application Data"
"129","80.369923160","192.168.1.65","95.30.216.164","TLSv1.2","388","Application Data"
"130","80.371773320","95.30.216.164","192.168.1.65","TLSv1.2","296","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"131","80.371789903","95.30.216.164","192.168.1.65","TLSv1.2","135","Application Data"
"132","80.371823995","192.168.1.65","95.30.216.164","TCP","66","57908  >  443 [ACK] Seq=1026 Ack=3285 Win=37888 Len=0 TSval=1052246932 TSecr=390229775"
"133","80.371928318","192.168.1.65","95.30.216.164","TLSv1.2","104","Application Data"
"134","80.376654486","95.30.216.164","192.168.1.65","TCP","66","443  >  57908 [ACK] Seq=3285 Ack=704 Win=66816 Len=0 TSval=390229779 TSecr=1052246930"
"135","80.376676173","95.30.216.164","192.168.1.65","TCP","66","443  >  57908 [ACK] Seq=3285 Ack=1026 Win=67840 Len=0 TSval=390229779 TSecr=1052246930"
"136","80.376683156","95.30.216.164","192.168.1.65","TCP","66","443  >  57908 [ACK] Seq=3285 Ack=1064 Win=67840 Len=0 TSval=390229779 TSecr=1052246932"
"137","80.376688819","95.30.216.164","192.168.1.65","TLSv1.2","104","Application Data"
"138","80.416958670","192.168.1.65","95.30.216.164","TCP","66","57908  >  443 [ACK] Seq=1064 Ack=3323 Win=37888 Len=0 TSval=1052246977 TSecr=390229779"
"139","80.455256430","95.30.216.164","192.168.1.65","TLSv1.2","312","Application Data"
"140","80.455277947","192.168.1.65","95.30.216.164","TCP","66","57908  >  443 [ACK] Seq=1064 Ack=3569 Win=40832 Len=0 TSval=1052247015 TSecr=390229859"
"141","80.455305446","95.30.216.164","192.168.1.65","TLSv1.2","914","Application Data"
"142","80.455313349","192.168.1.65","95.30.216.164","TCP","66","57908  >  443 [ACK] Seq=1064 Ack=4417 Win=43776 Len=0 TSval=1052247015 TSecr=390229859"
"143","80.455321984","95.30.216.164","192.168.1.65","TLSv1.2","1496","Application Data"
"144","80.455325745","192.168.1.65","95.30.216.164","TCP","66","57908  >  443 [ACK] Seq=1064 Ack=5847 Win=46592 Len=0 TSval=1052247015 TSecr=390229860"
"145","80.455332623","95.30.216.164","192.168.1.65","TLSv1.2","1481","Application Data"
"146","80.455336282","192.168.1.65","95.30.216.164","TCP","66","57908  >  443 [ACK] Seq=1064 Ack=7262 Win=49536 Len=0 TSval=1052247015 TSecr=390229860"
"147","80.455991631","95.30.216.164","192.168.1.65","TLSv1.2","1496","Application Data"
"148","80.456003416","192.168.1.65","95.30.216.164","TCP","66","57908  >  443 [ACK] Seq=1064 Ack=8692 Win=52480 Len=0 TSval=1052247016 TSecr=390229860"
"149","80.456021174","95.30.216.164","192.168.1.65","TLSv1.2","1514","Application Data"
"150","80.456025745","192.168.1.65","95.30.216.164","TCP","66","57908  >  443 [ACK] Seq=1064 Ack=10140 Win=55296 Len=0 TSval=1052247016 TSecr=390229860"
"151","80.456033445","95.30.216.164","192.168.1.65","TLSv1.2","1478","Application Data"
"152","80.456037349","192.168.1.65","95.30.216.164","TCP","66","57908  >  443 [ACK] Seq=1064 Ack=11552 Win=58240 Len=0 TSval=1052247016 TSecr=390229860"
"153","80.456441833","95.30.216.164","192.168.1.65","TLSv1.2","1457","Application Data"
"154","80.456450315","192.168.1.65","95.30.216.164","TCP","66","57908  >  443 [ACK] Seq=1064 Ack=12943 Win=61056 Len=0 TSval=1052247017 TSecr=390229860"
"155","80.456797816","95.30.216.164","192.168.1.65","TLSv1.2","1496","Application Data"
"156","80.456806015","192.168.1.65","95.30.216.164","TCP","66","57908  >  443 [ACK] Seq=1064 Ack=14373 Win=64000 Len=0 TSval=1052247017 TSecr=390229861"
"157","80.456818592","95.30.216.164","192.168.1.65","TLSv1.2","1514","Application Data"
"158","80.456822528","192.168.1.65","95.30.216.164","TCP","66","57908  >  443 [ACK] Seq=1064 Ack=15821 Win=66944 Len=0 TSval=1052247017 TSecr=390229861"
"159","80.456829204","95.30.216.164","192.168.1.65","TLSv1.2","1478","Application Data"
"160","80.456832557","192.168.1.65","95.30.216.164","TCP","66","57908  >  443 [ACK] Seq=1064 Ack=17233 Win=69760 Len=0 TSval=1052247017 TSecr=390229861"
"161","80.457989649","95.30.216.164","192.168.1.65","TLSv1.2","1457","Application Data"
"162","80.457998715","192.168.1.65","95.30.216.164","TCP","66","57908  >  443 [ACK] Seq=1064 Ack=18624 Win=72704 Len=0 TSval=1052247018 TSecr=390229861"
"163","80.458009074","95.30.216.164","192.168.1.65","TLSv1.2","1496","Application Data"
"164","80.458012780","192.168.1.65","95.30.216.164","TCP","66","57908  >  443 [ACK] Seq=1064 Ack=20054 Win=75648 Len=0 TSval=1052247018 TSecr=390229862"
"165","80.459551781","95.30.216.164","192.168.1.65","TLSv1.2","1514","Application Data"
"166","80.459596803","192.168.1.65","95.30.216.164","TCP","66","57908  >  443 [ACK] Seq=1064 Ack=21502 Win=78464 Len=0 TSval=1052247020 TSecr=390229862"
"167","80.459643631","95.30.216.164","192.168.1.65","TLSv1.2","1478","Application Data"
"168","80.459663227","192.168.1.65","95.30.216.164","TCP","66","57908  >  443 [ACK] Seq=1064 Ack=22914 Win=81408 Len=0 TSval=1052247020 TSecr=390229862"
"169","80.459695719","95.30.216.164","192.168.1.65","TLSv1.2","1448","Application Data"
"170","80.459720915","192.168.1.65","95.30.216.164","TCP","66","57908  >  443 [ACK] Seq=1064 Ack=24296 Win=84224 Len=0 TSval=1052247020 TSecr=390229862"
"171","80.459750105","95.30.216.164","192.168.1.65","TLSv1.2","1493","Application Data"
"172","80.459769483","192.168.1.65","95.30.216.164","TCP","66","57908  >  443 [ACK] Seq=1064 Ack=25723 Win=87168 Len=0 TSval=1052247020 TSecr=390229863"
"173","80.460668551","95.30.216.164","192.168.1.65","TLSv1.2","1496","Application Data"
"174","80.460682971","192.168.1.65","95.30.216.164","TCP","66","57908  >  443 [ACK] Seq=1064 Ack=27153 Win=90112 Len=0 TSval=1052247021 TSecr=390229863"
"175","80.460692626","95.30.216.164","192.168.1.65","TLSv1.2","1514","Application Data"
"176","80.460698675","192.168.1.65","95.30.216.164","TCP","66","57908  >  443 [ACK] Seq=1064 Ack=28601 Win=92928 Len=0 TSval=1052247021 TSecr=390229863"
"177","80.463457661","95.30.216.164","192.168.1.65","TLSv1.2","1451","Application Data"
"178","80.463482532","192.168.1.65","95.30.216.164","TCP","66","57908  >  443 [ACK] Seq=1064 Ack=29986 Win=95872 Len=0 TSval=1052247024 TSecr=390229863"
"179","80.463502244","95.30.216.164","192.168.1.65","TLSv1.2","1496","Application Data"
"180","80.463509174","192.168.1.65","95.30.216.164","TCP","66","57908  >  443 [ACK] Seq=1064 Ack=31416 Win=98816 Len=0 TSval=1052247024 TSecr=390229864"
"181","80.463514195","95.30.216.164","192.168.1.65","TLSv1.2","1514","Application Data"
"182","80.463519090","192.168.1.65","95.30.216.164","TCP","66","57908  >  443 [ACK] Seq=1064 Ack=32864 Win=101632 Len=0 TSval=1052247024 TSecr=390229864"
"183","80.463523086","95.30.216.164","192.168.1.65","TLSv1.2","1478","Application Data"
"184","80.463527860","192.168.1.65","95.30.216.164","TCP","66","57908  >  443 [ACK] Seq=1064 Ack=34276 Win=104576 Len=0 TSval=1052247024 TSecr=390229864"
"185","80.463531435","95.30.216.164","192.168.1.65","TLSv1.2","1457","Application Data"
"186","80.463539039","192.168.1.65","95.30.216.164","TCP","66","57908  >  443 [ACK] Seq=1064 Ack=35667 Win=107392 Len=0 TSval=1052247024 TSecr=390229864"
"187","80.463542638","95.30.216.164","192.168.1.65","TLSv1.2","1496","Application Data"
"188","80.463547265","192.168.1.65","95.30.216.164","TCP","66","57908  >  443 [ACK] Seq=1064 Ack=37097 Win=110336 Len=0 TSval=1052247024 TSecr=390229865"
"189","80.463551518","95.30.216.164","192.168.1.65","TLSv1.2","1514","Application Data"
"190","80.463556740","192.168.1.65","95.30.216.164","TCP","66","57908  >  443 [ACK] Seq=1064 Ack=38545 Win=113280 Len=0 TSval=1052247024 TSecr=390229865"
"191","80.463559881","95.30.216.164","192.168.1.65","TLSv1.2","1462","Application Data"
"192","80.463564502","192.168.1.65","95.30.216.164","TCP","66","57908  >  443 [ACK] Seq=1064 Ack=39941 Win=116096 Len=0 TSval=1052247024 TSecr=390229865"
"193","80.463568047","95.30.216.164","192.168.1.65","TLSv1.2","1496","Application Data"
"194","80.463573115","192.168.1.65","95.30.216.164","TCP","66","57908  >  443 [ACK] Seq=1064 Ack=41371 Win=119040 Len=0 TSval=1052247024 TSecr=390229865"
"195","80.463576249","95.30.216.164","192.168.1.65","TLSv1.2","1514","Application Data"
"196","80.463581197","192.168.1.65","95.30.216.164","TCP","66","57908  >  443 [ACK] Seq=1064 Ack=42819 Win=121984 Len=0 TSval=1052247024 TSecr=390229866"
"197","80.463584124","95.30.216.164","192.168.1.65","TLSv1.2","1478","Application Data"
